"Reporting_Economy","Partner_Economy","Year","Value","rankx"
"Malaysia","World","2015","11813977884","1"
"Malaysia","World","2020","17977532135","1"
"Maldives","World","2000","41105587","1"
"Maldives","World","2005","100031393","1"
"Maldives","World","2010","217076153","1"
"Maldives","World","2015","275344399","1"
"Maldives","World","2020","256265081","1"
"Mali","World","2000","166733087","1"
"Mali","World","2005","365694751","1"
"Mali","World","2010","1201245939","1"
"Mali","World","2015","783828292","1"
"Malta","World","2000","232938319","1"
"Mauritania","World","2010","427828095","1"
"Mauritius","World","2000","214641203","1"
"Mauritius","World","2005","453060006","1"
"Mauritius","World","2010","702817735","1"
"Mauritius","World","2015","582091591","1"
"Mauritius","World","2020","522082465","1"
"Mexico","World","2000","3283461517","1"
"Mexico","World","2005","7257030025","1"
"Mexico","World","2010","18269658065","1"
"Mexico","World","2015","19973341870","1"
"Mexico","World","2020","15210098446","1"
"Moldova, Republic of","World","2005","298855200","1"
"Moldova, Republic of","World","2010","416182900","1"
"Moldova, Republic of","World","2015","396373500","1"
"Moldova, Republic of","World","2020","349885696","1"
"Mongolia","World","2000","109807433","1"
"Mongolia","World","2005","277212945","1"
"Mongolia","World","2010","674043521","1"
"Mongolia","World","2015","708099523","1"
"Mongolia","World","2020","816863507","1"
"Montenegro","World","2015","154210001","1"
"Morocco","World","2000","1555135220","1"
"Morocco","World","2005","3353571487","1"
"Morocco","World","2010","5576419786","1"
"Mozambique","World","2000","130216511","1"
"Mozambique","World","2005","32626521","1"
"Mozambique","World","2010","520594345","1"
"Mozambique","World","2015","1150397017","1"
"Myanmar","World","2000","250348300","1"
"Myanmar","World","2005","262422468","1"
"Myanmar","World","2010","908535011","1"
"Myanmar","World","2015","1816418313","1"
"Myanmar","World","2020","2446790737","1"
"Namibia","World","2005","44616098","1"
"Namibia","World","2010","521610760","1"
"Namibia","World","2015","1090106615","1"
"Nepal","World","2010","679355482","1"
"Nepal","World","2015","605523358","1"
"New Zealand","World","2000","1319410594","1"
"New Zealand","World","2005","3048311195","1"
"New Zealand","World","2010","4551555222","1"
"New Zealand","World","2015","3562154790","1"
"Nicaragua","World","2000","292779226","1"
"Nicaragua","World","2005","426489837","1"
"Nicaragua","World","2010","854542700","1"
"Nicaragua","World","2015","688725503","1"
"Nicaragua","World","2020","562171790","1"
"Niger","World","2005","94486473","1"
"Niger","World","2010","256625485","1"
"Niger","World","2015","79170831","1"
"Nigeria","World","2010","375533286","1"
"North Macedonia","World","2005","475404048","1"
"North Macedonia","World","2010","716225050","1"
"North Macedonia","World","2015","439439838","1"
"Norway","World","2000","896662278","1"
"Norway","World","2005","1777893268","1"
"Norway","World","2010","3438718599","1"
"Norway","World","2015","2618317689","1"
"Oman","World","2005","361892369","1"
"Pakistan","World","2005","4978129189","1"
"Pakistan","World","2010","10754895361","1"
"Pakistan","World","2015","8921114771","1"
"Panama","World","2000","612557482","1"
"Panama","World","2005","525335844","1"
"Panama","World","2010","198527084","1"
"Panama","World","2015","417834716","1"
"Papua New Guinea","World","2000","224551983","1"
"Papua New Guinea","World","2005","108714980","1"
"Paraguay","World","2000","323131517","1"
"Paraguay","World","2005","496202157","1"
"Paraguay","World","2010","1107178601","1"
"Paraguay","World","2015","1324185072","1"
"Peru","World","2000","1047684190","1"
"Peru","World","2005","2285971700","1"
"Peru","World","2010","4111331965","1"
"Peru","World","2015","3812328313","1"
"Philippines","World","2000","3654537568","1"
"Philippines","World","2005","5956586975","1"
"Philippines","World","2010","8778400027","1"
"Philippines","World","2015","8280195190","1"
"Philippines","World","2020","5900236896","1"
"Poland","World","2000","4037970865","1"
"Qatar","World","2005","27251144","1"
"Qatar","World","2010","89833234","1"
"Qatar","World","2015","127261318","1"
"Qatar","World","2020","103302963","1"
"Rwanda","World","2005","52471390","1"
"Rwanda","World","2015","16958608","1"
"Rwanda","World","2020","315195125","1"
"Saint Kitts and Nevis","World","2000","13722089","1"
"Saint Kitts and Nevis","World","2010","9027861","1"
"Saint Lucia","World","2000","34477744","1"
"Saint Lucia","World","2005","62575759","1"
"Saint Vincent and the Grenadines","World","2000","26987605","1"
"Saint Vincent and the Grenadines","World","2010","78111328","1"
"Samoa","World","2015","47041918","1"
"Samoa","World","2020","38889949","1"
"Saudi Arabia, Kingdom of","World","2005","88335451","1"
"Saudi Arabia, Kingdom of","World","2010","152597333","1"
"Saudi Arabia, Kingdom of","World","2015","604966484","1"
"Saudi Arabia, Kingdom of","World","2020","3808656836","1"
"Senegal","World","2005","709173721","1"
"Senegal","World","2010","1280668863","1"
"Senegal","World","2015","1160761333","1"
"Senegal","World","2020","1599920881","1"
"Serbia","World","2010","1465986173","1"
"Seychelles","World","2015","284231498","1"
"Sierra Leone","World","2010","180725219","1"
"Sierra Leone","World","2015","472383566","1"
"Singapore","World","2000","16160000971","1"
"Singapore","World","2005","35354790156","1"
"Singapore","World","2010","77406179970","1"
"Singapore","World","2015","60746135982","1"
"Slovak Republic","World","2000","1078354940","1"
"South Africa","World","2000","3667502151","1"
"South Africa","World","2005","7487530165","1"
"South Africa","World","2010","14561219545","1"
"South Africa","World","2015","12308416453","1"
"Sri Lanka","World","2000","521386665","1"
"Sri Lanka","World","2005","1029715899","1"
"Sri Lanka","World","2010","1880212415","1"
"Sri Lanka","World","2015","2484785995","1"
"Suriname","World","2010","255523028","1"
"Suriname","World","2015","317293044","1"
"Switzerland","World","2000","3299972642","1"
"Switzerland","World","2005","6197090104","1"
"Switzerland","World","2010","6948619269","1"
"Switzerland","World","2015","5638949676","1"
"Switzerland","World","2020","3580847043","1"
"Tanzania","World","2000","194763397","1"
"Tanzania","World","2005","696134676","1"
"Tanzania","World","2010","2153264582","1"
"Thailand","World","2000","7258586779","1"
"Thailand","World","2005","18758110103","1"
"Thailand","World","2010","25573490080","1"
"Thailand","World","2015","21593396784","1"
"Togo","World","2000","68149020","1"
"Togo","World","2005","169041206","1"
"Togo","World","2010","169810092","1"
"Togo","World","2015","225717304","1"
"Togo","World","2020","242854576","1"
"Tonga","World","2010","34335547","1"
"Tonga","World","2015","34638501","1"
"Trinidad and Tobago","World","2000","1068580457","1"
"Trinidad and Tobago","World","2005","1976154943","1"
"Trinidad and Tobago","World","2010","2151231277","1"
"Tunisia","World","2000","719391091","1"
"Tunisia","World","2005","1491402561","1"
"Tunisia","World","2010","2046280591","1"
"Tunisia","World","2015","1865718366","1"
"Turkey","World","2000","5392095166","1"
"Turkey","World","2005","12255878808","1"
"Turkey","World","2010","10979470951","1"
"Turkey","World","2015","9025520399","1"
"Turkey","World","2020","4927098598","1"
"Uganda","World","2000","160581726","1"
"Uganda","World","2005","336735712","1"
"Uganda","World","2010","897444130","1"
"Uganda","World","2015","979922419","1"
"Ukraine","World","2010","7071878857","1"
"Ukraine","World","2015","3891077643","1"
"Ukraine","World","2020","3754043328","1"
"United Arab Emirates","World","2005","365878060","1"
"United Arab Emirates","World","2010","1364254019","1"
"United States of America","World","2000","84738072139","1"
"United States of America","World","2005","195000000000","1"
"United States of America","World","2010","266000000000","1"
"United States of America","World","2015","146000000000","1"
"United States of America","World","2020","106000000000","1"
"Uruguay","World","2000","468317318","1"
"Uruguay","World","2005","824931666","1"
"Uruguay","World","2010","1372299577","1"
"Uruguay","World","2015","1059416631","1"
"Uruguay","World","2020","770828776","1"
"Venezuela, Bolivarian Republic of","World","2000","439128037","1"
"Venezuela, Bolivarian Republic of","World","2005","46817825","1"
"Venezuela, Bolivarian Republic of","World","2010","96656296","1"
"Venezuela, Bolivarian Republic of","World","2015","926689701","1"
"Zambia","World","2005","237985797","1"
"Zambia","World","2010","577280520","1"
"Zambia","World","2015","1495678771","1"
"Zimbabwe","World","2000","287735030","1"
"Zimbabwe","World","2010","858532552","1"
"Zimbabwe","World","2015","1518621619","1"
