"Reporting_Economy","Partner_Economy","Year","Value","rankx"
"Costa Rica","World","2000","233320125","1"
"Costa Rica","World","2005","398383671","1"
"Costa Rica","World","2010","542617403","1"
"Costa Rica","World","2015","818253431","1"
"Croatia","World","2010","1094052822","1"
"Cuba","World","2000","179039533","1"
"Cuba","World","2005","458465750","1"
"Cuba","World","2010","261936334","1"
"Cuba","World","2015","430390803","1"
"Cuba","World","2020","189519894","1"
"Cyprus","World","2000","238918093","1"
"Czech Republic","World","2000","1527587593","1"
"C�te d'Ivoire","World","2005","610936460","1"
"C�te d'Ivoire","World","2010","126334061","1"
"C�te d'Ivoire","World","2015","256883316","1"
"Dominica","World","2000","4526783","1"
"Dominica","World","2005","6152612","1"
"Dominica","World","2010","9735933","1"
"Dominican Republic","World","2000","182353246","1"
"Dominican Republic","World","2005","228503239","1"
"Dominican Republic","World","2010","393735835","1"
"Dominican Republic","World","2015","529056024","1"
"Ecuador","World","2000","127821139","1"
"Ecuador","World","2005","529225844","1"
"Ecuador","World","2010","797657775","1"
"Ecuador","World","2015","890744327","1"
"Egypt","World","2000","403996657","1"
"Egypt","World","2005","388751011","1"
"Egypt","World","2010","1173835653","1"
"Egypt","World","2015","1498344365","1"
"El Salvador","World","2000","186224461","1"
"El Salvador","World","2005","209680654","1"
"El Salvador","World","2010","245039880","1"
"El Salvador","World","2015","365061831","1"
"El Salvador","World","2020","357759247","1"
"Estonia","World","2000","173451734","1"
"Eswatini","World","2005","60335528","1"
"Eswatini","World","2010","56778970","1"
"Eswatini","World","2015","34111719","1"
"European Union","World","2000","61439175198","1"
"European Union","World","2005","93741498207","1"
"European Union","World","2010","113314000000","1"
"European Union","World","2015","120286000000","1"
"European Union","World","2020","127261000000","1"
"Fiji","World","2005","54075690","1"
"Fiji","World","2010","61868953","1"
"Fiji","World","2015","66476492","1"
"Gabon","World","2005","71006428","1"
"Gabon","World","2010","134300004","1"
"Gabon","World","2015","135959958","1"
"Georgia","World","2005","184648000","1"
"Georgia","World","2010","181262924","1"
"Georgia","World","2015","309616020","1"
"Ghana","World","2010","223422362","1"
"Grenada","World","2000","13356248","1"
"Guatemala","World","2000","160939755","1"
"Guatemala","World","2005","334840139","1"
"Guatemala","World","2010","440375408","1"
"Guinea","World","2005","10296496","1"
"Guinea","World","2010","18833279","1"
"Guinea-Bissau","World","2005","762162","1"
"Guyana","World","2010","37007655","1"
"Guyana","World","2015","39323065","1"
"Haiti","World","2010","191008439","1"
"Honduras","World","2000","96272414","1"
"Honduras","World","2005","134013472","1"
"Honduras","World","2010","29718525","1"
"Hong Kong, China","World","2000","27927513180","1"
"Hong Kong, China","World","2005","34415164534","1"
"Hong Kong, China","World","2010","43522610063","1"
"Hong Kong, China","World","2015","40507310457","1"
"Hong Kong, China","World","2020","39055992549","1"
"Hungary","World","2000","2047917041","1"
"Iceland","World","2000","177077112","1"
"Iceland","World","2005","284613600","1"
"Iceland","World","2010","191643840","1"
"India","World","2000","1614469956","1"
"India","World","2005","4346144018","1"
"India","World","2010","8285632531","1"
"India","World","2015","10911950567","1"
"India","World","2020","11256106385","1"
"Indonesia","World","2000","702655390","1"
"Indonesia","World","2005","827601704","1"
"Indonesia","World","2010","2967319127","1"
"Indonesia","World","2015","3884201401","1"
"Israel","World","2000","1913730000","1"
"Israel","World","2005","2055210000","1"
"Israel","World","2010","2511501000","1"
"Israel","World","2015","3123797000","1"
"Israel","World","2020","4161517000","1"
"Jamaica","World","2000","83147337","1"
"Jamaica","World","2010","123845408","1"
"Jamaica","World","2015","141026146","1"
"Japan","World","2000","25648374678","1"
"Japan","World","2005","35551673870","1"
"Japan","World","2010","39568106402","1"
"Japan","World","2015","38299436921","1"
"Jordan","World","2000","115008433","1"
"Jordan","World","2005","287779348","1"
"Jordan","World","2010","383917521","1"
"Jordan","World","2015","451307501","1"
"Kazakhstan","World","2015","1430442568","1"
"Kenya","World","2000","101046397","1"
"Kenya","World","2005","129742933","1"
"Kenya","World","2010","273402694","1"
"Korea, Republic of","World","2000","9711009300","1"
"Korea, Republic of","World","2005","17115037519","1"
"Korea, Republic of","World","2010","20420291531","1"
"Korea, Republic of","World","2015","22903906653","1"
"Korea, Republic of","World","2020","27641201756","1"
"Kuwait, the State of","World","2005","738051904","1"
"Kuwait, the State of","World","2015","1599748538","1"
"Kyrgyz Republic","World","2000","21881023","1"
"Kyrgyz Republic","World","2005","34258017","1"
"Kyrgyz Republic","World","2010","61746586","1"
"Kyrgyz Republic","World","2015","134210465","1"
"Lao People's Democratic Republic","World","2015","96850532","1"
"Latvia","World","2000","202552726","1"
"Lesotho","World","2015","33792672","1"
"Macao, China","World","2000","73099477","1"
"Macao, China","World","2005","263953213","1"
"Macao, China","World","2010","863024417","1"
"Macao, China","World","2015","1667393541","1"
"Macao, China","World","2020","1535520084","1"
"Madagascar","World","2000","27152477","1"
"Madagascar","World","2005","39022052","1"
"Madagascar","World","2010","71637715","1"
"Madagascar","World","2015","65709967","1"
"Malawi","World","2000","24749198","1"
"Malawi","World","2010","42094800","1"
"Malawi","World","2015","69077017","1"
"Malaysia","World","2000","3936640084","1"
"Malaysia","World","2010","6768670902","1"
"Malaysia","World","2015","7444641129","1"
"Malaysia","World","2020","8034614855","1"
"Maldives","World","2000","18274146","1"
"Maldives","World","2005","31782643","1"
"Maldives","World","2010","34941048","1"
"Maldives","World","2015","67271800","1"
"Maldives","World","2020","111725535","1"
"Mali","World","2000","13785757","1"
"Mali","World","2005","19802422","1"
"Mali","World","2010","98733659","1"
"Mali","World","2015","90018844","1"
"Malta","World","2000","155914419","1"
"Mauritania","World","2010","13784776","1"
"Mauritius","World","2000","83119401","1"
"Mauritius","World","2005","96197805","1"
"Mauritius","World","2010","145220119","1"
"Mauritius","World","2015","149929467","1"
"Mauritius","World","2020","149136668","1"
"Mexico","World","2000","7990280316","1"
"Mexico","World","2005","11435643032","1"
"Mexico","World","2010","15801970076","1"
"Mexico","World","2015","21198068236","1"
"Mexico","World","2020","21826775001","1"
"Moldova, Republic of","World","2005","98842000","1"
"Moldova, Republic of","World","2010","116996000","1"
"Moldova, Republic of","World","2015","139756600","1"
"Moldova, Republic of","World","2020","204133109","1"
"Mongolia","World","2000","33042178","1"
"Mongolia","World","2005","33813888","1"
"Mongolia","World","2010","138062048","1"
"Mongolia","World","2015","290042820","1"
"Mongolia","World","2020","316580626","1"
"Montenegro","World","2015","116188110","1"
"Morocco","World","2000","358637407","1"
"Morocco","World","2005","673629256","1"
"Morocco","World","2010","1503687814","1"
"Mozambique","World","2000","52399716","1"
"Mozambique","World","2005","131054305","1"
"Mozambique","World","2010","214564951","1"
"Mozambique","World","2015","418318485","1"
"Myanmar","World","2000","70678638","1"
"Myanmar","World","2005","27607855","1"
"Myanmar","World","2010","61905004","1"
"Myanmar","World","2015","279226041","1"
"Myanmar","World","2020","421453195","1"
"Namibia","World","2005","97452101","1"
"Namibia","World","2010","208863556","1"
"Namibia","World","2015","240033805","1"
"Nepal","World","2010","103984288","1"
"Nepal","World","2015","162280320","1"
"New Zealand","World","2000","840583930","1"
"New Zealand","World","2005","1643608257","1"
"New Zealand","World","2010","1904165754","1"
"New Zealand","World","2015","2201795396","1"
"Nicaragua","World","2000","56534366","1"
"Nicaragua","World","2005","93514681","1"
"Nicaragua","World","2010","117316700","1"
"Nicaragua","World","2015","200942999","1"
"Nicaragua","World","2020","147244060","1"
"Niger","World","2005","25429740","1"
"Niger","World","2010","113715496","1"
"Niger","World","2015","120334140","1"
"Nigeria","World","2010","1324573142","1"
"North Macedonia","World","2005","162394514","1"
"North Macedonia","World","2010","291912375","1"
"North Macedonia","World","2015","291479225","1"
"Norway","World","2000","2093946442","1"
"Norway","World","2005","3727372311","1"
"Norway","World","2010","5776836505","1"
"Norway","World","2015","5616425586","1"
"Oman","World","2005","221091108","1"
"Pakistan","World","2005","549093628","1"
"Pakistan","World","2010","790951655","1"
"Pakistan","World","2015","1185693726","1"
"Panama","World","2000","127184208","1"
"Panama","World","2005","144688881","1"
"Panama","World","2010","287749594","1"
"Panama","World","2015","419774836","1"
"Papua New Guinea","World","2000","21190054","1"
"Papua New Guinea","World","2005","53064115","1"
"Paraguay","World","2000","174878341","1"
"Paraguay","World","2005","309491074","1"
"Paraguay","World","2010","929598534","1"
"Paraguay","World","2015","516620469","1"
"Peru","World","2000","309386192","1"
"Peru","World","2005","490669837","1"
"Peru","World","2010","1064742899","1"
"Peru","World","2015","1544501199","1"
"Philippines","World","2000","1003375100","1"
"Philippines","World","2005","1236258958","1"
"Philippines","World","2010","1171692324","1"
"Philippines","World","2015","1790850857","1"
"Philippines","World","2020","3377212189","1"
"Poland","World","2000","2029111152","1"
"Qatar","World","2005","556809428","1"
"Qatar","World","2010","1191314337","1"
"Qatar","World","2015","1652378990","1"
"Qatar","World","2020","1391937429","1"
"Rwanda","World","2005","16045046","1"
"Rwanda","World","2015","80327982","1"
"Rwanda","World","2020","104983295","1"
"Saint Kitts and Nevis","World","2000","6440687","1"
"Saint Kitts and Nevis","World","2010","11711584","1"
"Saint Lucia","World","2000","15663040","1"
"Saint Lucia","World","2005","22976951","1"
"Saint Vincent and the Grenadines","World","2000","5905999","1"
"Saint Vincent and the Grenadines","World","2010","10466234","1"
"Samoa","World","2015","11845005","1"
"Samoa","World","2020","10165403","1"
"Saudi Arabia, Kingdom of","World","2005","2509420669","1"
"Saudi Arabia, Kingdom of","World","2010","4142412000","1"
"Saudi Arabia, Kingdom of","World","2015","6970117593","1"
"Saudi Arabia, Kingdom of","World","2020","6250621001","1"
"Senegal","World","2005","80239396","1"
"Senegal","World","2010","69293506","1"
"Senegal","World","2015","105772927","1"
"Senegal","World","2020","237629844","1"
"Serbia","World","2010","676042236","1"
"Seychelles","World","2015","33529675","1"
"Sierra Leone","World","2010","52203560","1"
"Sierra Leone","World","2015","54376963","1"
"Singapore","World","2000","8875668576","1"
"Singapore","World","2005","11246457433","1"
"Singapore","World","2010","13170226009","1"
"Singapore","World","2015","15245367808","1"
"Slovak Republic","World","2000","494610896","1"
"South Africa","World","2000","1641263727","1"
"South Africa","World","2005","2893654938","1"
"South Africa","World","2010","3851037758","1"
"South Africa","World","2015","3781811411","1"
"Sri Lanka","World","2000","196720798","1"
"Sri Lanka","World","2005","239525569","1"
"Sri Lanka","World","2010","262824337","1"
"Sri Lanka","World","2015","452377952","1"
"Suriname","World","2010","52922924","1"
"Suriname","World","2015","57657356","1"
"Switzerland","World","2000","6682980326","1"
"Switzerland","World","2005","12133346986","1"
"Switzerland","World","2010","17196084390","1"
"Switzerland","World","2015","18231670555","1"
"Switzerland","World","2020","17337463843","1"
"Tanzania","World","2000","41530508","1"
"Tanzania","World","2005","67444687","1"
"Tanzania","World","2010","131055516","1"
"Thailand","World","2000","2291349685","1"
"Thailand","World","2005","5130411100","1"
"Thailand","World","2010","8324661744","1"
"Thailand","World","2015","10145798192","1"
"Togo","World","2000","3965939","1"
"Togo","World","2005","5341004","1"
"Togo","World","2010","21861810","1"
"Togo","World","2015","20550894","1"
"Togo","World","2020","68509930","1"
"Tonga","World","2010","4040428","1"
"Tonga","World","2015","5620660","1"
"Trinidad and Tobago","World","2000","84694471","1"
"Trinidad and Tobago","World","2005","143786734","1"
"Trinidad and Tobago","World","2010","148549861","1"
"Tunisia","World","2000","265338077","1"
"Tunisia","World","2005","385146842","1"
"Tunisia","World","2010","626097534","1"
"Tunisia","World","2015","622813718","1"
"Turkey","World","2000","2327200357","1"
"Turkey","World","2005","4067167086","1"
"Turkey","World","2010","5563319896","1"
"Turkey","World","2015","7506423188","1"
"Turkey","World","2020","5940180366","1"
"Uganda","World","2000","35486869","1"
"Uganda","World","2005","79965251","1"
"Uganda","World","2010","125499746","1"
"Uganda","World","2015","145985834","1"
"Ukraine","World","2010","1334840073","1"
"Ukraine","World","2015","888938409","1"
"Ukraine","World","2020","2151880457","1"
"United Arab Emirates","World","2005","2679912639","1"
"United Arab Emirates","World","2010","4297770478","1"
"United States of America","World","2000","90957080632","1"
"United States of America","World","2005","113700000000","1"
"United States of America","World","2010","126347000000","1"
"United States of America","World","2015","159854000000","1"
"United States of America","World","2020","175550000000","1"
"Uruguay","World","2000","188856343","1"
"Uruguay","World","2005","160475198","1"
"Uruguay","World","2010","252451310","1"
"Uruguay","World","2015","324190323","1"
"Uruguay","World","2020","384312687","1"
"Venezuela, Bolivarian Republic of","World","2000","722913973","1"
"Venezuela, Bolivarian Republic of","World","2005","1197758753","1"
"Venezuela, Bolivarian Republic of","World","2010","2060984931","1"
"Venezuela, Bolivarian Republic of","World","2015","1402404939","1"
"Zambia","World","2005","59553241","1"
"Zambia","World","2010","105553161","1"
"Zambia","World","2015","157404744","1"
"Zimbabwe","World","2000","121530429","1"
"Zimbabwe","World","2010","151320266","1"
"Zimbabwe","World","2015","173877472","1"
