"Reporting_Economy","Partner_Economy","Year","Value","rankx"
"Egypt","World","2010","1433117295","1"
"Egypt","World","2015","2206800916","1"
"El Salvador","World","2000","55689755","1"
"El Salvador","World","2005","85704023","1"
"El Salvador","World","2010","121469477","1"
"El Salvador","World","2015","180082329","1"
"El Salvador","World","2020","287149037","1"
"Estonia","World","2000","38703003","1"
"Eswatini","World","2005","33286309","1"
"Eswatini","World","2010","32041788","1"
"Eswatini","World","2015","20555499","1"
"European Union","World","2000","4097986011","1"
"European Union","World","2005","5886679162","1"
"European Union","World","2010","6893420229","1"
"European Union","World","2015","6693859323","1"
"European Union","World","2020","6080518741","1"
"Fiji","World","2005","30678090","1"
"Fiji","World","2010","28248392","1"
"Fiji","World","2015","26027325","1"
"Gabon","World","2005","67867751","1"
"Gabon","World","2010","122566836","1"
"Gabon","World","2015","196995406","1"
"Georgia","World","2005","30725000","1"
"Georgia","World","2010","98115110","1"
"Georgia","World","2015","121148964","1"
"Ghana","World","2010","143621365","1"
"Grenada","World","2000","11029809","1"
"Guatemala","World","2000","43063966","1"
"Guatemala","World","2005","90221421","1"
"Guatemala","World","2010","128060385","1"
"Guinea","World","2005","1676131","1"
"Guinea","World","2010","4307616","1"
"Guinea-Bissau","World","2005","396727","1"
"Guyana","World","2010","3792115","1"
"Guyana","World","2015","6210027","1"
"Haiti","World","2010","178184049","1"
"Honduras","World","2000","32999806","1"
"Honduras","World","2005","54293098","1"
"Honduras","World","2010","45289654","1"
"Hong Kong, China","World","2000","2092905986","1"
"Hong Kong, China","World","2005","1871920919","1"
"Hong Kong, China","World","2010","5299799261","1"
"Hong Kong, China","World","2015","6787659132","1"
"Hong Kong, China","World","2020","7040292973","1"
"Hungary","World","2000","70989863","1"
"Iceland","World","2000","1389081","1"
"Iceland","World","2005","3909419","1"
"Iceland","World","2010","5506506","1"
"India","World","2000","511770","1"
"India","World","2005","3077484","1"
"India","World","2010","12532229","1"
"India","World","2015","13156918","1"
"India","World","2020","13750011","1"
"Indonesia","World","2000","180094951","1"
"Indonesia","World","2005","207188425","1"
"Indonesia","World","2010","857767326","1"
"Indonesia","World","2015","838512288","1"
"Israel","World","2000","177487000","1"
"Israel","World","2005","185918000","1"
"Israel","World","2010","475428000","1"
"Israel","World","2015","669667000","1"
"Israel","World","2020","956082000","1"
"Jamaica","World","2000","57539060","1"
"Jamaica","World","2010","89544447","1"
"Jamaica","World","2015","91090554","1"
"Japan","World","2000","8781465000","1"
"Japan","World","2005","10011103457","1"
"Japan","World","2010","11268065573","1"
"Japan","World","2015","11647167094","1"
"Jordan","World","2000","103793760","1"
"Jordan","World","2005","152909356","1"
"Jordan","World","2010","358880336","1"
"Jordan","World","2015","671951487","1"
"Kazakhstan","World","2015","295471862","1"
"Kenya","World","2000","1262566","1"
"Kenya","World","2005","1106058","1"
"Kenya","World","2010","2868916","1"
"Korea, Republic of","World","2000","1173239056","1"
"Korea, Republic of","World","2005","1538058584","1"
"Korea, Republic of","World","2010","2222161177","1"
"Korea, Republic of","World","2015","3907217060","1"
"Korea, Republic of","World","2020","5282185416","1"
"Kuwait, the State of","World","2005","729509360","1"
"Kuwait, the State of","World","2015","793777338","1"
"Kyrgyz Republic","World","2000","1712035","1"
"Kyrgyz Republic","World","2005","6961848","1"
"Kyrgyz Republic","World","2010","76260235","1"
"Kyrgyz Republic","World","2015","52276650","1"
"Lao People's Democratic Republic","World","2015","8181123","1"
"Latvia","World","2000","28279909","1"
"Lesotho","World","2015","42605932","1"
"Macao, China","World","2000","38143817","1"
"Macao, China","World","2005","61046120","1"
"Macao, China","World","2010","117456961","1"
"Macao, China","World","2015","215014248","1"
"Macao, China","World","2020","255393840","1"
"Madagascar","World","2000","1013702","1"
"Madagascar","World","2005","2233117","1"
"Madagascar","World","2010","5917186","1"
"Madagascar","World","2015","2067742","1"
"Malawi","World","2000","2345291","1"
"Malawi","World","2010","2201250","1"
"Malawi","World","2015","4189373","1"
"Malaysia","World","2000","243823141","1"
"Malaysia","World","2010","621553493","1"
"Malaysia","World","2015","920536537","1"
"Malaysia","World","2020","1006711562","1"
"Maldives","World","2000","8510800","1"
"Maldives","World","2005","9672009","1"
"Maldives","World","2010","27434147","1"
"Maldives","World","2015","55176975","1"
"Maldives","World","2020","43287285","1"
"Mali","World","2000","207140","1"
"Mali","World","2005","303170","1"
"Mali","World","2010","1754213","1"
"Mali","World","2015","9473865","1"
"Malta","World","2000","31867215","1"
"Mauritania","World","2010","7435754","1"
"Mauritius","World","2000","35193942","1"
"Mauritius","World","2005","45516190","1"
"Mauritius","World","2010","76959643","1"
"Mauritius","World","2015","90588025","1"
"Mauritius","World","2020","94658815","1"
"Mexico","World","2000","1899509472","1"
"Mexico","World","2005","2647333607","1"
"Mexico","World","2010","3551149016","1"
"Mexico","World","2015","4297972427","1"
"Mexico","World","2020","3698173945","1"
"Moldova, Republic of","World","2005","36596100","1"
"Moldova, Republic of","World","2010","37558300","1"
"Moldova, Republic of","World","2015","37646200","1"
"Moldova, Republic of","World","2020","49561405","1"
"Mongolia","World","2000","412168","1"
"Mongolia","World","2005","1165009","1"
"Mongolia","World","2010","9409038","1"
"Mongolia","World","2015","20266647","1"
"Mongolia","World","2020","40519383","1"
"Montenegro","World","2015","124993547","1"
"Morocco","World","2000","23933792","1"
"Morocco","World","2005","42567792","1"
"Morocco","World","2010","133146528","1"
"Mozambique","World","2000","10231139","1"
"Mozambique","World","2005","25189562","1"
"Mozambique","World","2010","13258182","1"
"Mozambique","World","2015","53881448","1"
"Myanmar","World","2000","571364","1"
"Myanmar","World","2005","617402","1"
"Myanmar","World","2010","106620","1"
"Myanmar","World","2015","5874104","1"
"Myanmar","World","2020","21019953","1"
"Namibia","World","2005","39385356","1"
"Namibia","World","2010","101627944","1"
"Namibia","World","2015","72356217","1"
"Nepal","World","2010","4491824","1"
"Nepal","World","2015","27733237","1"
"New Zealand","World","2000","60311447","1"
"New Zealand","World","2005","135156294","1"
"New Zealand","World","2010","187661355","1"
"New Zealand","World","2015","243163098","1"
"Nicaragua","World","2000","11541447","1"
"Nicaragua","World","2005","15185968","1"
"Nicaragua","World","2010","26468462","1"
"Nicaragua","World","2015","56572983","1"
"Nicaragua","World","2020","68741104","1"
"Niger","World","2005","246617","1"
"Niger","World","2010","513887","1"
"Niger","World","2015","7650521","1"
"Nigeria","World","2010","5629945","1"
"North Macedonia","World","2005","87838834","1"
"North Macedonia","World","2010","127600989","1"
"North Macedonia","World","2015","138758538","1"
"Norway","World","2000","39336417","1"
"Norway","World","2005","125343699","1"
"Norway","World","2010","134482960","1"
"Norway","World","2015","238506174","1"
"Oman","World","2005","154549001","1"
"Pakistan","World","2005","7133454","1"
"Pakistan","World","2010","19747705","1"
"Pakistan","World","2015","32778969","1"
"Panama","World","2000","32655400","1"
"Panama","World","2005","28307103","1"
"Panama","World","2010","73349163","1"
"Panama","World","2015","144811694","1"
"Papua New Guinea","World","2000","41555192","1"
"Papua New Guinea","World","2005","46606829","1"
"Paraguay","World","2000","5237365","1"
"Paraguay","World","2005","3011133","1"
"Paraguay","World","2010","19928104","1"
"Paraguay","World","2015","18989506","1"
"Peru","World","2000","28818627","1"
"Peru","World","2005","38428202","1"
"Peru","World","2010","92837464","1"
"Peru","World","2015","149147994","1"
"Philippines","World","2000","235629763","1"
"Philippines","World","2005","194494778","1"
"Philippines","World","2010","417889621","1"
"Philippines","World","2015","920531612","1"
"Philippines","World","2020","1140014517","1"
"Poland","World","2000","124032419","1"
"Qatar","World","2005","159978893","1"
"Qatar","World","2010","473252102","1"
"Qatar","World","2015","818501293","1"
"Qatar","World","2020","728074235","1"
"Rwanda","World","2005","190592","1"
"Rwanda","World","2015","1812905","1"
"Rwanda","World","2020","1823281","1"
"Saint Kitts and Nevis","World","2000","6384037","1"
"Saint Kitts and Nevis","World","2010","9579395","1"
"Saint Lucia","World","2000","16686062","1"
"Saint Lucia","World","2005","22067268","1"
"Saint Vincent and the Grenadines","World","2000","8425503","1"
"Saint Vincent and the Grenadines","World","2010","15442793","1"
"Samoa","World","2015","24758019","1"
"Samoa","World","2020","26694155","1"
"Saudi Arabia, Kingdom of","World","2005","1675437941","1"
"Saudi Arabia, Kingdom of","World","2010","2616566400","1"
"Saudi Arabia, Kingdom of","World","2015","4094052955","1"
"Saudi Arabia, Kingdom of","World","2020","2595431367","1"
"Senegal","World","2005","38837042","1"
"Senegal","World","2010","14920737","1"
"Senegal","World","2015","13210255","1"
"Senegal","World","2020","19333011","1"
"Serbia","World","2010","47737308","1"
"Seychelles","World","2015","21902802","1"
"Sierra Leone","World","2010","5732849","1"
"Sierra Leone","World","2015","6941928","1"
"Singapore","World","2000","436502735","1"
"Singapore","World","2005","609639077","1"
"Singapore","World","2010","1059196564","1"
"Singapore","World","2015","1206548866","1"
"Slovak Republic","World","2000","56076806","1"
"South Africa","World","2000","104300740","1"
"South Africa","World","2005","288111177","1"
"South Africa","World","2010","398227351","1"
"South Africa","World","2015","709881490","1"
"Sri Lanka","World","2000","4305002","1"
"Sri Lanka","World","2005","4391637","1"
"Sri Lanka","World","2010","3742960","1"
"Sri Lanka","World","2015","15038047","1"
"Suriname","World","2010","26255037","1"
"Suriname","World","2015","39776049","1"
"Switzerland","World","2000","434642270","1"
"Switzerland","World","2005","608816663","1"
"Switzerland","World","2010","891500500","1"
"Switzerland","World","2015","930543504","1"
"Switzerland","World","2020","942891594","1"
"Tanzania","World","2000","1193058","1"
"Tanzania","World","2005","3688525","1"
"Tanzania","World","2010","6623743","1"
"Thailand","World","2000","23272157","1"
"Thailand","World","2005","48700759","1"
"Thailand","World","2010","75810384","1"
"Thailand","World","2015","280963261","1"
"Togo","World","2000","3699903","1"
"Togo","World","2005","2221693","1"
"Togo","World","2010","9738521","1"
"Togo","World","2015","15619886","1"
"Togo","World","2020","13129582","1"
"Tonga","World","2010","18288722","1"
"Tonga","World","2015","22978549","1"
"Trinidad and Tobago","World","2000","26304298","1"
"Trinidad and Tobago","World","2005","36803335","1"
"Trinidad and Tobago","World","2010","78049248","1"
"Tunisia","World","2000","13519256","1"
"Tunisia","World","2005","37228468","1"
"Tunisia","World","2010","56785881","1"
"Tunisia","World","2015","43600613","1"
"Turkey","World","2000","34612589","1"
"Turkey","World","2005","14460395","1"
"Turkey","World","2010","584232181","1"
"Turkey","World","2015","437091624","1"
"Turkey","World","2020","476503393","1"
"Uganda","World","2000","627750","1"
"Uganda","World","2005","2059972","1"
"Uganda","World","2010","4389681","1"
"Uganda","World","2015","6489769","1"
"Ukraine","World","2010","521395730","1"
"Ukraine","World","2015","169303293","1"
"Ukraine","World","2020","282545342","1"
"United Arab Emirates","World","2005","670169494","1"
"United Arab Emirates","World","2010","1355854345","1"
"United States of America","World","2000","5743846032","1"
"United States of America","World","2005","7813851495","1"
"United States of America","World","2010","7422786327","1"
"United States of America","World","2015","13246574615","1"
"United States of America","World","2020","13262004004","1"
"Uruguay","World","2000","15327624","1"
"Uruguay","World","2005","26592315","1"
"Uruguay","World","2010","51064496","1"
"Uruguay","World","2015","104710189","1"
"Uruguay","World","2020","257669461","1"
"Venezuela, Bolivarian Republic of","World","2000","22991841","1"
"Venezuela, Bolivarian Republic of","World","2005","276418642","1"
"Venezuela, Bolivarian Republic of","World","2010","1242156813","1"
"Venezuela, Bolivarian Republic of","World","2015","1161784998","1"
"Zambia","World","2005","1696513","1"
"Zambia","World","2010","5374307","1"
"Zambia","World","2015","12223246","1"
"Zimbabwe","World","2000","1495628","1"
"Zimbabwe","World","2010","28767144","1"
"Zimbabwe","World","2015","17696358","1"
