"Reporting_Economy","Partner_Economy","Year","Value","rankx"
"Bangladesh","Singapore","2005","26925418","4"
"Bangladesh","Germany","2005","24030060","5"
"Bangladesh","China","2010","195008766","1"
"Bangladesh","United States of America","2010","45658619","2"
"Bangladesh","India","2010","41351908","3"
"Bangladesh","Germany","2010","26899286","4"
"Bangladesh","Japan","2010","24715189","5"
"Barbados","United States of America","2000","37272462","1"
"Barbados","United Kingdom","2000","5602885","2"
"Barbados","Switzerland","2000","3388749","3"
"Barbados","Japan","2000","3193398","4"
"Barbados","Canada","2000","2242685","5"
"Barbados","United States of America","2005","43669554","1"
"Barbados","Switzerland","2005","21517532","2"
"Barbados","China","2005","4355751","3"
"Barbados","United Kingdom","2005","3926638","4"
"Barbados","Canada","2005","3288620","5"
"Barbados","United States of America","2010","35425583","1"
"Barbados","Switzerland","2010","10494273","2"
"Barbados","China","2010","5420780","3"
"Barbados","Canada","2010","3913771","4"
"Barbados","Germany","2010","3355716","5"
"Belize","United States of America","2005","8950648","1"
"Belize","Switzerland","2005","1402463","2"
"Belize","China","2005","987949","3"
"Belize","Panama","2005","544365","4"
"Belize","Mexico","2005","365919","5"
"Belize","United States of America","2010","10332479","1"
"Belize","China","2010","4378565","2"
"Belize","Panama","2010","1208062","3"
"Belize","Mexico","2010","848969","4"
"Belize","Switzerland","2010","816938","5"
"Belize","United States of America","2015","17644834","1"
"Belize","China","2015","4203296","2"
"Belize","Bulgaria","2015","2298290","3"
"Belize","Switzerland","2015","1251724","4"
"Belize","Panama","2015","1204762","5"
"Benin","Ghana","2005","56467465","1"
"Benin","France","2005","6415264","2"
"Benin","China","2005","2084492","3"
"Benin","Belgium","2005","636333","4"
"Benin","Germany","2005","614318","5"
"Benin","Togo","2010","113418086","1"
"Benin","France","2010","8348195","2"
"Benin","China","2010","3821563","3"
"Benin","Italy","2010","896294","4"
"Benin","Germany","2010","784411","5"
"Benin","Togo","2015","114806639","1"
"Benin","France","2015","6185577","2"
"Benin","China","2015","3164663","3"
"Benin","Belgium","2015","1868462","4"
"Benin","Germany","2015","1220956","5"
"Bolivia, Plurinational State of","United States of America","2000","22315974","1"
"Bolivia, Plurinational State of","China","2000","10803901","2"
"Bolivia, Plurinational State of","Brazil","2000","7215135","3"
"Bolivia, Plurinational State of","Japan","2000","5434925","4"
"Bolivia, Plurinational State of","Chinese Taipei","2000","4602006","5"
"Bolivia, Plurinational State of","United States of America","2005","24498637","1"
"Bolivia, Plurinational State of","China","2005","15696214","2"
"Bolivia, Plurinational State of","Brazil","2005","13706042","3"
"Bolivia, Plurinational State of","Germany","2005","5668735","4"
"Bolivia, Plurinational State of","Spain","2005","4892027","5"
"Bolivia, Plurinational State of","China","2010","39014983","1"
"Bolivia, Plurinational State of","United States of America","2010","31092031","2"
"Bolivia, Plurinational State of","Brazil","2010","23071619","3"
"Bolivia, Plurinational State of","Argentina","2010","9590011","4"
"Bolivia, Plurinational State of","Germany","2010","9505685","5"
"Bolivia, Plurinational State of","China","2015","112150085","1"
"Bolivia, Plurinational State of","United States of America","2015","56627436","2"
"Bolivia, Plurinational State of","Brazil","2015","38605698","3"
"Bolivia, Plurinational State of","Germany","2015","17275185","4"
"Bolivia, Plurinational State of","Tunisia","2015","12631976","5"
"Botswana","South Africa","2000","81660654","1"
"Botswana","United Kingdom","2000","4347877","2"
"Botswana","Israel","2000","3486597","3"
"Botswana","Singapore","2000","2251864","4"
"Botswana","France","2000","1662117","5"
"Botswana","South Africa","2005","101477517","1"
"Botswana","United Kingdom","2005","8090359","2"
"Botswana","Austria","2005","4347122","3"
"Botswana","Switzerland","2005","3302580","4"
"Botswana","Germany","2005","2431047","5"
"Botswana","South Africa","2010","181893179","1"
"Botswana","Israel","2010","11910040","2"
"Botswana","China","2010","8952612","3"
"Botswana","Mozambique","2010","6692992","4"
"Botswana","Singapore","2010","5872865","5"
"Botswana","South Africa","2015","131885366","1"
"Botswana","Namibia","2015","37302317","2"
"Botswana","Mozambique","2015","19487115","3"
"Botswana","China","2015","8170254","4"
"Botswana","Zambia","2015","7727600","5"
"Botswana","South Africa","2020","242445692","1"
"Botswana","Switzerland","2020","120714138","2"
"Botswana","France","2020","75431494","3"
"Botswana","Namibia","2020","33472486","4"
"Botswana","China","2020","24565655","5"
"Brazil","United States of America","2000","817562052","1"
"Brazil","Japan","2000","292001926","2"
"Brazil","Germany","2000","268708482","3"
"Brazil","China","2000","219482930","4"
"Brazil","Italy","2000","136169140","5"
"Brazil","United States of America","2005","901014000","1"
"Brazil","China","2005","781108000","2"
"Brazil","Germany","2005","401233000","3"
"Brazil","Japan","2005","249433000","4"
"Brazil","Korea, Republic of","2005","189706000","5"
"Brazil","China","2010","2057108000","1"
"Brazil","United States of America","2010","1749080000","2"
"Brazil","Germany","2010","805143000","3"
"Brazil","Japan","2010","584530000","4"
"Brazil","Korea, Republic of","2010","414587000","5"
"Brazil","China","2015","1819362262","1"
"Brazil","United States of America","2015","1797028851","2"
"Brazil","Germany","2015","757574999","3"
"Brazil","Japan","2015","388761708","4"
"Brazil","Italy","2015","261245167","5"
"Brunei Darussalam","Singapore","2000","15099790","1"
"Brunei Darussalam","United Kingdom","2000","9688481","2"
"Brunei Darussalam","Austria","2000","7810033","3"
"Brunei Darussalam","Malaysia","2000","6779226","4"
"Brunei Darussalam","France","2000","4633752","5"
"Brunei Darussalam","Singapore","2005","16888229","1"
"Brunei Darussalam","United Kingdom","2005","8570121","2"
"Brunei Darussalam","Malaysia","2005","7912014","3"
"Brunei Darussalam","United States of America","2005","7907367","4"
"Brunei Darussalam","China","2005","6027604","5"
"Brunei Darussalam","United Kingdom","2010","39004786","1"
"Brunei Darussalam","Singapore","2010","26165139","2"
"Brunei Darussalam","United States of America","2010","18476412","3"
"Brunei Darussalam","Malaysia","2010","10977013","4"
"Brunei Darussalam","China","2010","10800647","5"
"Brunei Darussalam","Singapore","2015","31599789","1"
"Brunei Darussalam","United States of America","2015","25431082","2"
"Brunei Darussalam","China","2015","23457782","3"
"Brunei Darussalam","Malaysia","2015","11547499","4"
"Brunei Darussalam","United Kingdom","2015","9804944","5"
"Bulgaria","Germany","2000","36748359","1"
"Bulgaria","Italy","2000","19797179","2"
"Bulgaria","United States of America","2000","12757853","3"
"Bulgaria","China","2000","11340171","4"
"Bulgaria","Japan","2000","8839469","5"
"Burkina Faso","France","2005","12574630","1"
"Burkina Faso","C�te d'Ivoire","2005","1335287","2"
"Burkina Faso","Germany","2005","1316058","3"
"Burkina Faso","Italy","2005","1166541","4"
"Burkina Faso","South Africa","2005","1061508","5"
"Burkina Faso","China","2010","8528986","1"
"Burkina Faso","France","2010","7258289","2"
"Burkina Faso","Israel","2010","4843287","3"
"Burkina Faso","Chinese Taipei","2010","3617147","4"
"Burkina Faso","Germany","2010","3500824","5"
"Burkina Faso","France","2015","13879701","1"
"Burkina Faso","China","2015","8715772","2"
"Burkina Faso","United States of America","2015","6243450","3"
"Burkina Faso","Germany","2015","5117696","4"
"Burkina Faso","South Africa","2015","4671499","5"
"Burundi","Italy","2005","2352624","1"
"Burundi","France","2005","2221257","2"
"Burundi","Belgium","2005","1963521","3"
"Burundi","United Arab Emirates","2005","556368","4"
"Burundi","Germany","2005","403364","5"
"Burundi","Belgium","2010","4184961","1"
"Burundi","Japan","2010","1483248","2"
"Burundi","China","2010","1162008","3"
"Burundi","Poland","2010","1129490","4"
"Burundi","France","2010","888910","5"
"Burundi","China","2015","4231172","1"
"Burundi","Belgium","2015","4028564","2"
"Burundi","France","2015","1689531","3"
"Burundi","Kenya","2015","712168","4"
"Burundi","India","2015","705002","5"
"Cabo Verde","Portugal","2005","5869365","1"
"Cabo Verde","Spain","2005","1251291","2"
"Cabo Verde","Germany","2005","661562","3"
"Cabo Verde","France","2005","596407","4"
"Cabo Verde","China","2005","573402","5"
"Cabo Verde","Portugal","2010","11752196","1"
"Cabo Verde","China","2010","6829691","2"
"Cabo Verde","Spain","2010","1555053","3"
"Cabo Verde","Germany","2010","1366009","4"
"Cabo Verde","United States of America","2010","666574","5"
"Cabo Verde","Portugal","2015","8730578","1"
"Cabo Verde","China","2015","1561063","2"
"Cabo Verde","Spain","2015","1177531","3"
"Cabo Verde","Germany","2015","369951","4"
"Cabo Verde","United States of America","2015","265769","5"
"Cambodia","France","2005","116547409","1"
"Cambodia","Korea, Republic of","2005","24669010","2"
"Cambodia","Hong Kong, China","2005","17727736","3"
"Cambodia","Chinese Taipei","2005","13363176","4"
"Cambodia","China","2005","8984250","5"
"Cambodia","China","2010","32778350","1"
"Cambodia","United States of America","2010","25958957","2"
"Cambodia","Chinese Taipei","2010","20790349","3"
"Cambodia","Hong Kong, China","2010","19225269","4"
"Cambodia","Viet Nam","2010","9921522","5"
"Cameroon","France","2005","20736821","1"
"Cameroon","China","2005","10200297","2"
"Cameroon","United States of America","2005","3447731","3"
"Cameroon","Germany","2005","2665006","4"
"Cameroon","United Kingdom","2005","1412629","5"
"Cameroon","France","2010","30787436","1"
"Cameroon","China","2010","27241412","2"
"Cameroon","United States of America","2010","11723179","3"
"Cameroon","Canada","2010","5851700","4"
"Cameroon","Germany","2010","5194003","5"
"Canada","United States of America","2000","9278069349","1"
"Canada","China","2000","1764468812","2"
"Canada","Japan","2000","1265665233","3"
"Canada","Germany","2000","412671911","4"
"Canada","United Kingdom","2000","311730623","5"
"Canada","United States of America","2005","9621168949","1"
"Canada","China","2005","4184217751","2"
"Canada","Japan","2005","1126480592","3"
"Canada","Germany","2005","683541358","4"
"Canada","Mexico","2005","640585550","5"
"Canada","United States of America","2010","10454761631","1"
"Canada","China","2010","6022658655","2"
"Canada","Mexico","2010","981935534","3"
"Canada","Japan","2010","902205654","4"
"Canada","Germany","2010","870639509","5"
"Canada","United States of America","2015","9510496149","1"
"Canada","China","2015","5811865754","2"
"Canada","Mexico","2015","1498523239","3"
"Canada","Germany","2015","1037637321","4"
"Canada","Japan","2015","811987277","5"
"Central African Republic","France","2005","817329","1"
"Central African Republic","Cameroon","2005","365616","2"
"Central African Republic","Denmark","2005","219445","3"
"Central African Republic","Congo","2005","212809","4"
"Central African Republic","China","2005","209635","5"
"Central African Republic","France","2010","2049144","1"
"Central African Republic","China","2010","1156774","2"
"Central African Republic","Spain","2010","672219","3"
"Central African Republic","Cameroon","2010","438850","4"
"Central African Republic","Italy","2010","380286","5"
"Chad","France","2005","8217977","1"
"Chad","United States of America","2005","3391815","2"
"Chad","Cameroon","2005","772337","3"
"Chad","Nigeria","2005","457202","4"
"Chad","Belgium","2005","366842","5"
"Chad","China","2010","16431211","1"
"Chad","Italy","2010","14487960","2"
"Chad","France","2010","12911074","3"
"Chad","Norway","2010","9819559","4"
"Chad","United States of America","2010","4015528","5"
"Chad","China","2015","34263622","1"
"Chad","France","2015","24140331","2"
"Chad","United Kingdom","2015","16479417","3"
"Chad","United States of America","2015","11237527","4"
"Chad","Belgium","2015","5448692","5"
"Chile","United States of America","2000","205343570","1"
"Chile","China","2000","152114192","2"
"Chile","Japan","2000","48037174","3"
"Chile","Argentina","2000","41545854","4"
"Chile","Germany","2000","37474266","5"
"Chile","China","2005","327590086","1"
"Chile","United States of America","2005","237675725","2"
"Chile","Argentina","2005","74359918","3"
"Chile","Germany","2005","66732167","4"
"Chile","Japan","2005","61721757","5"
"Chile","China","2010","668352103","1"
"Chile","United States of America","2010","410752730","2"
"Chile","Germany","2010","109101375","3"
"Chile","Japan","2010","58045672","4"
"Chile","Argentina","2010","57994846","5"
"China","Chinese Taipei","2005","12910948838","1"
"China","Korea, Republic of","2005","11906977366","2"
"China","Japan","2005","10431125809","3"
"China","United States of America","2005","4391423955","4"
"China","Germany","2005","2265769395","5"
"China","Korea, Republic of","2010","24111950857","1"
"China","Chinese Taipei","2010","21927605701","2"
"China","Japan","2010","15926857774","3"
"China","United States of America","2010","7872830766","4"
"China","Germany","2010","5576224813","5"
"China","Korea, Republic of","2015","21710411936","1"
"China","Chinese Taipei","2015","17403281289","2"
"China","Japan","2015","15999520056","3"
"China","United States of America","2015","12363612335","4"
"China","Germany","2015","8335018574","5"
"Chinese Taipei","Japan","2000","4394545574","1"
"Chinese Taipei","United States of America","2000","2998050904","2"
"Chinese Taipei","Netherlands","2000","657745670","3"
"Chinese Taipei","Germany","2000","617991228","4"
"Chinese Taipei","China","2000","442453978","5"
"Chinese Taipei","Japan","2005","5206284608","1"
"Chinese Taipei","United States of America","2005","2217755650","2"
"Chinese Taipei","China","2005","1800643548","3"
"Chinese Taipei","Korea, Republic of","2005","801234588","4"
"Chinese Taipei","Netherlands","2005","702375633","5"
"Chinese Taipei","China","2010","3869908700","1"
"Chinese Taipei","Japan","2010","3541956200","2"
"Chinese Taipei","United States of America","2010","2325453200","3"
"Chinese Taipei","Korea, Republic of","2010","872148600","4"
"Chinese Taipei","Germany","2010","646199400","5"
"Chinese Taipei","China","2015","2928476600","1"
"Chinese Taipei","Japan","2015","2699869300","2"
"Chinese Taipei","United States of America","2015","2388166600","3"
"Chinese Taipei","Germany","2015","756363400","4"
"Chinese Taipei","Korea, Republic of","2015","703634800","5"
"Chinese Taipei","China","2020","4416294000","1"
"Chinese Taipei","Japan","2020","3437158000","2"
"Chinese Taipei","United States of America","2020","3094646000","3"
"Chinese Taipei","Malaysia","2020","1134710000","4"
"Chinese Taipei","Germany","2020","1008904000","5"
"Colombia","United States of America","2000","283440538","1"
"Colombia","Panama","2000","42350985","2"
"Colombia","Germany","2000","29248942","3"
"Colombia","Hong Kong, China","2000","16101299","4"
"Colombia","Spain","2000","15252121","5"
"Colombia","United States of America","2005","350576112","1"
"Colombia","China","2005","200528298","2"
"Colombia","Japan","2005","56279872","3"
"Colombia","Germany","2005","52769226","4"
"Colombia","Israel","2005","34397582","5"
"Colombia","United States of America","2010","684308818","1"
"Colombia","China","2010","518129240","2"
"Colombia","Germany","2010","114400343","3"
"Colombia","Japan","2010","78780601","4"
"Colombia","Italy","2010","78715074","5"
"Colombia","China","2015","718828783","1"
"Colombia","United States of America","2015","688471829","2"
"Colombia","Germany","2015","158590855","3"
"Colombia","Mexico","2015","95150498","4"
"Colombia","Switzerland","2015","73225914","5"
"Colombia","China","2020","813415934","1"
"Colombia","United States of America","2020","414237095","2"
"Colombia","Germany","2020","132163196","3"
"Colombia","Mexico","2020","70703649","4"
"Colombia","Ecuador","2020","65755810","5"
"Comoros","France","2015","869147","1"
"Comoros","China","2015","766964","2"
"Comoros","United Arab Emirates","2015","408741","3"
"Comoros","South Africa","2015","190433","4"
"Comoros","Mauritius","2015","146300","5"
"Costa Rica","United States of America","2000","117644508","1"
"Costa Rica","Spain","2000","20485726","2"
"Costa Rica","Mexico","2000","13825041","3"
"Costa Rica","China","2000","9534496","4"
"Costa Rica","Hong Kong, China","2000","9391850","5"
"Costa Rica","United States of America","2005","185841558","1"
"Costa Rica","Japan","2005","59947171","2"
"Costa Rica","China","2005","44715850","3"
"Costa Rica","Hong Kong, China","2005","16452146","4"
"Costa Rica","Mexico","2005","11280011","5"
"Costa Rica","United States of America","2010","280557811","1"
"Costa Rica","China","2010","88072572","2"
"Costa Rica","Japan","2010","27967047","3"
"Costa Rica","Mexico","2010","16056320","4"
"Costa Rica","Germany","2010","15758869","5"
"Costa Rica","United States of America","2015","406719103","1"
"Costa Rica","China","2015","144621191","2"
"Costa Rica","Germany","2015","28992910","3"
"Costa Rica","Switzerland","2015","22334154","4"
"Costa Rica","Mexico","2015","22049785","5"
"Croatia","Slovenia","2010","168458688","1"
"Croatia","Switzerland","2010","153660541","2"
"Croatia","China","2010","143192351","3"
"Croatia","Germany","2010","121902263","4"
"Croatia","Italy","2010","63908797","5"
"Cuba","Spain","2000","42178681","1"
"Cuba","China","2000","26600067","2"
"Cuba","Italy","2000","19490701","3"
"Cuba","Mexico","2000","14997609","4"
"Cuba","Canada","2000","13027320","5"
"Cuba","Japan","2005","102948344","1"
"Cuba","China","2005","102682019","2"
"Cuba","Germany","2005","90480264","3"
"Cuba","Spain","2005","40386066","4"
"Cuba","Italy","2005","30518469","5"
"Cuba","China","2010","73618881","1"
"Cuba","Spain","2010","37078531","2"
"Cuba","Germany","2010","24851215","3"
"Cuba","Italy","2010","22551904","4"
"Cuba","Canada","2010","13473071","5"
"Cuba","China","2015","131860165","1"
"Cuba","Spain","2015","67414022","2"
"Cuba","Germany","2015","44289705","3"
"Cuba","Italy","2015","44032023","4"
"Cuba","Japan","2015","20906867","5"
"Cuba","China","2020","41886617","1"
"Cuba","Sweden","2020","41555797","2"
"Cuba","Spain","2020","23517884","3"
"Cuba","Italy","2020","18398778","4"
"Cuba","Germany","2020","14539505","5"
"Cyprus","China","2000","23362273","1"
"Cyprus","Italy","2000","22381403","2"
"Cyprus","Greece","2000","18083155","3"
"Cyprus","Japan","2000","17274786","4"
"Cyprus","United States of America","2000","16693976","5"
"Czech Republic","Germany","2000","448886235","1"
"Czech Republic","United States of America","2000","152823825","2"
"Czech Republic","China","2000","110187299","3"
"Czech Republic","Japan","2000","94382533","4"
"Czech Republic","Italy","2000","77097771","5"
"C�te d'Ivoire","France","2005","553334532","1"
"C�te d'Ivoire","China","2005","13923146","2"
"C�te d'Ivoire","Italy","2005","9208212","3"
"C�te d'Ivoire","United Kingdom","2005","6127565","4"
"C�te d'Ivoire","United States of America","2005","5432153","5"
"C�te d'Ivoire","France","2010","42034888","1"
"C�te d'Ivoire","China","2010","23747346","2"
"C�te d'Ivoire","United States of America","2010","12151267","3"
"C�te d'Ivoire","Germany","2010","5115651","4"
"C�te d'Ivoire","Italy","2010","4262696","5"
"C�te d'Ivoire","France","2015","93392199","1"
"C�te d'Ivoire","China","2015","38859297","2"
"C�te d'Ivoire","United States of America","2015","21566805","3"
"C�te d'Ivoire","Germany","2015","17801422","4"
"C�te d'Ivoire","United Kingdom","2015","9850487","5"
"Dominica","United States of America","2000","2575894","1"
"Dominica","Trinidad and Tobago","2000","299856","2"
"Dominica","United Kingdom","2000","271529","3"
"Dominica","Chinese Taipei","2000","201723","4"
"Dominica","Canada","2000","139766","5"
"Dominica","United States of America","2005","4135744","1"
"Dominica","United Kingdom","2005","265636","2"
"Dominica","Barbados","2005","254943","3"
"Dominica","China","2005","202414","4"
"Dominica","Trinidad and Tobago","2005","188039","5"
"Dominica","United States of America","2010","6251979","1"
"Dominica","United Kingdom","2010","982504","2"
"Dominica","Panama","2010","567948","3"
"Dominica","China","2010","420660","4"
"Dominica","Trinidad and Tobago","2010","279028","5"
"Dominican Republic","United States of America","2000","85968879","1"
"Dominican Republic","Spain","2000","59955445","2"
"Dominican Republic","Panama","2000","6392875","3"
"Dominican Republic","Hong Kong, China","2000","4936940","4"
"Dominican Republic","Brazil","2000","4181068","5"
"Dominican Republic","United States of America","2005","118419875","1"
"Dominican Republic","Spain","2005","18897983","2"
"Dominican Republic","China","2005","14218922","3"
"Dominican Republic","Japan","2005","9071364","4"
"Dominican Republic","Chinese Taipei","2005","7959520","5"
"Dominican Republic","United States of America","2010","183681249","1"
"Dominican Republic","China","2010","67824894","2"
"Dominican Republic","Chinese Taipei","2010","21623261","3"
"Dominican Republic","Mexico","2010","14153459","4"
"Dominican Republic","Germany","2010","12263652","5"
"Dominican Republic","United States of America","2015","206970917","1"
"Dominican Republic","China","2015","135441402","2"
"Dominican Republic","Japan","2015","24678476","3"
"Dominican Republic","Spain","2015","17726984","4"
"Dominican Republic","Germany","2015","16905372","5"
"Ecuador","United States of America","2000","52014949","1"
"Ecuador","China","2000","12071145","2"
"Ecuador","Colombia","2000","11649162","3"
"Ecuador","Panama","2000","5898940","4"
"Ecuador","Germany","2000","5303749","5"
"Ecuador","Colombia","2005","164558387","1"
"Ecuador","China","2005","105897847","2"
"Ecuador","United States of America","2005","105640021","3"
"Ecuador","Panama","2005","28025948","4"
"Ecuador","Germany","2005","17177173","5"
"Ecuador","United States of America","2010","200542807","1"
"Ecuador","China","2010","151359266","2"
"Ecuador","Colombia","2010","90024993","3"
"Ecuador","Peru","2010","70280840","4"
"Ecuador","Germany","2010","44567475","5"
"Ecuador","China","2015","309585999","1"
"Ecuador","United States of America","2015","172882730","2"
"Ecuador","Colombia","2015","88022016","3"
"Ecuador","Germany","2015","57950360","4"
"Ecuador","Japan","2015","19073122","5"
"Egypt","China","2000","80040764","1"
"Egypt","Germany","2000","71642386","2"
"Egypt","United States of America","2000","63024472","3"
"Egypt","Italy","2000","26753018","4"
"Egypt","Japan","2000","26612053","5"
"Egypt","China","2005","93083904","1"
"Egypt","Germany","2005","74761620","2"
"Egypt","United States of America","2005","45121458","3"
"Egypt","Italy","2005","21323542","4"
"Egypt","Japan","2005","20729087","5"
"Egypt","China","2010","259050239","1"
"Egypt","Germany","2010","220865617","2"
"Egypt","United States of America","2010","161876700","3"
"Egypt","Italy","2010","91993649","4"
"Egypt","Japan","2010","71479449","5"
"Egypt","China","2015","382461385","1"
"Egypt","Germany","2015","341729428","2"
"Egypt","United States of America","2015","161760936","3"
"Egypt","Italy","2015","88311507","4"
"Egypt","Japan","2015","50803119","5"
"El Salvador","United States of America","2000","78654400","1"
"El Salvador","Guatemala","2000","53478607","2"
"El Salvador","Panama","2000","9062133","3"
"El Salvador","Mexico","2000","7002087","4"
"El Salvador","Hong Kong, China","2000","5007326","5"
"El Salvador","United States of America","2005","81501322","1"
"El Salvador","Guatemala","2005","28319734","2"
"El Salvador","Panama","2005","16973818","3"
"El Salvador","China","2005","16121837","4"
"El Salvador","Mexico","2005","12172005","5"
"El Salvador","United States of America","2010","94173437","1"
"El Salvador","China","2010","39993945","2"
"El Salvador","Guatemala","2010","17300540","3"
"El Salvador","Honduras","2010","14118071","4"
"El Salvador","Panama","2010","12680035","5"
"El Salvador","China","2015","100784181","1"
"El Salvador","United States of America","2015","73836112","2"
"El Salvador","Guatemala","2015","71488043","3"
"El Salvador","Germany","2015","15152829","4"
"El Salvador","Mexico","2015","14735800","5"
"El Salvador","China","2020","108496479","1"
"El Salvador","Guatemala","2020","79436729","2"
"El Salvador","United States of America","2020","64773855","3"
"El Salvador","Germany","2020","12903932","4"
